filename,label,original_path,image_id
covid-19_000040.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1034.png,40
covid-19_000041.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1035.png,41
covid-19_000042.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1036.png,42
covid-19_000043.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1037.png,43
covid-19_000044.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1038.png,44
covid-19_000045.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1039.png,45
covid-19_000046.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-104.png,46
covid-19_000047.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1040.png,47
covid-19_000048.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1041.png,48
covid-19_000049.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1042.png,49
covid-19_000050.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1043.png,50
covid-19_000051.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1044.png,51
covid-19_000052.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1045.png,52
covid-19_000053.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1046.png,53
covid-19_000054.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1047.png,54
covid-19_000055.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1048.png,55
covid-19_000056.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1049.png,56
covid-19_000057.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-105.png,57
covid-19_000058.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1050.png,58
covid-19_000059.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1051.png,59
covid-19_000060.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1052.png,60
covid-19_000061.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1053.png,61
covid-19_000062.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1054.png,62
covid-19_000063.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1055.png,63
covid-19_000064.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1056.png,64
covid-19_000065.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1057.png,65
covid-19_000066.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1058.png,66
covid-19_000067.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1059.png,67
covid-19_000068.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-106.png,68
covid-19_000069.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1060.png,69
covid-19_000070.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1061.png,70
covid-19_000071.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1062.png,71
covid-19_000072.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1063.png,72
covid-19_000073.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1064.png,73
covid-19_000074.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1065.png,74
covid-19_000075.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1066.png,75
covid-19_000076.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1067.png,76
covid-19_000077.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1068.png,77
covid-19_000078.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1069.png,78
covid-19_000079.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-107.png,79
covid-19_000080.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1070.png,80
covid-19_000081.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1071.png,81
covid-19_000082.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1072.png,82
covid-19_000083.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1073.png,83
covid-19_000084.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1074.png,84
covid-19_000085.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1075.png,85
covid-19_000086.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1076.png,86
covid-19_000087.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1077.png,87
covid-19_000088.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1078.png,88
covid-19_000089.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1079.png,89
covid-19_000090.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-108.png,90
covid-19_000091.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1080.png,91
covid-19_000092.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1081.png,92
covid-19_000093.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1082.png,93
covid-19_000094.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1083.png,94
covid-19_000095.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1084.png,95
covid-19_000096.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1085.png,96
covid-19_000097.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1086.png,97
covid-19_000098.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1087.png,98
covid-19_000099.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1088.png,99
covid-19_000100.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1089.png,100
covid-19_000101.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-109.png,101
covid-19_000102.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1090.png,102
covid-19_000103.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1091.png,103
covid-19_000104.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1092.png,104
covid-19_000105.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1093.png,105
covid-19_000106.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1094.png,106
covid-19_000107.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1095.png,107
covid-19_000108.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1096.png,108
covid-19_000109.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1097.png,109
covid-19_000110.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1098.png,110
covid-19_000111.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1099.png,111
covid-19_000112.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-11.png,112
covid-19_000113.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-110.png,113
covid-19_000114.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1100.png,114
covid-19_000115.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1101.png,115
covid-19_000116.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1102.png,116
covid-19_000117.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1103.png,117
covid-19_000118.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1104.png,118
covid-19_000119.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1105.png,119
covid-19_000120.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1106.png,120
covid-19_000121.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1107.png,121
covid-19_000122.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1108.png,122
covid-19_000123.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1109.png,123
covid-19_000124.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-111.png,124
covid-19_000125.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1110.png,125
covid-19_000126.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1111.png,126
covid-19_000127.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1112.png,127
covid-19_000128.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1113.png,128
covid-19_000129.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1114.png,129
covid-19_000130.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1115.png,130
covid-19_000131.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1116.png,131
covid-19_000132.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1117.png,132
covid-19_000133.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1118.png,133
covid-19_000134.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1119.png,134
covid-19_000135.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-112.png,135
covid-19_000136.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1120.png,136
covid-19_000137.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1121.png,137
covid-19_000138.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1122.png,138
covid-19_000139.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1123.png,139
covid-19_000140.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1124.png,140
covid-19_000141.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1125.png,141
covid-19_000142.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1126.png,142
covid-19_000143.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1127.png,143
covid-19_000144.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1128.png,144
covid-19_000145.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1129.png,145
covid-19_000146.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-113.png,146
covid-19_000147.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1130.png,147
covid-19_000148.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1131.png,148
covid-19_000149.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1132.png,149
covid-19_000150.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1133.png,150
covid-19_000151.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1134.png,151
covid-19_000152.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1135.png,152
covid-19_000153.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1136.png,153
covid-19_000154.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1137.png,154
covid-19_000155.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1138.png,155
covid-19_000156.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1139.png,156
covid-19_000157.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-114.png,157
covid-19_000158.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1140.png,158
covid-19_000159.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1141.png,159
covid-19_000160.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1142.png,160
covid-19_000161.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1143.png,161
covid-19_000162.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1144.png,162
covid-19_000163.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1145.png,163
covid-19_000164.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1146.png,164
covid-19_000165.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1147.png,165
covid-19_000166.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1148.png,166
covid-19_000167.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1149.png,167
covid-19_000168.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-115.png,168
covid-19_000169.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1150.png,169
covid-19_000170.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1151.png,170
covid-19_000171.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1152.png,171
covid-19_000172.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1153.png,172
covid-19_000173.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1154.png,173
covid-19_000174.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1155.png,174
covid-19_000175.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1156.png,175
covid-19_000176.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1157.png,176
covid-19_000177.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1158.png,177
covid-19_000178.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1159.png,178
covid-19_000179.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-116.png,179
covid-19_000180.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1160.png,180
covid-19_000181.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1161.png,181
covid-19_000182.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1162.png,182
covid-19_000183.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1163.png,183
covid-19_000184.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1164.png,184
covid-19_000185.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1165.png,185
covid-19_000186.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1166.png,186
covid-19_000187.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1167.png,187
covid-19_000188.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1168.png,188
covid-19_000189.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1169.png,189
covid-19_000190.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-117.png,190
covid-19_000191.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1170.png,191
covid-19_000192.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1171.png,192
covid-19_000193.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1172.png,193
covid-19_000194.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1173.png,194
covid-19_000195.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1174.png,195
covid-19_000196.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1175.png,196
covid-19_000197.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1176.png,197
covid-19_000198.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1177.png,198
covid-19_000199.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1178.png,199
covid-19_000200.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1179.png,200
covid-19_000201.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-118.png,201
covid-19_000202.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1180.png,202
covid-19_000203.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1181.png,203
covid-19_000204.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1182.png,204
covid-19_000205.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1183.png,205
covid-19_000206.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1184.png,206
covid-19_000207.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1185.png,207
covid-19_000208.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1186.png,208
covid-19_000209.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1187.png,209
covid-19_000210.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1188.png,210
covid-19_000211.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1189.png,211
covid-19_000212.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-119.png,212
covid-19_000213.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1190.png,213
covid-19_000214.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1191.png,214
covid-19_000215.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1192.png,215
covid-19_000216.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1193.png,216
covid-19_000217.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1194.png,217
covid-19_000218.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1195.png,218
covid-19_000219.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1196.png,219
covid-19_000220.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1197.png,220
covid-19_000221.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1198.png,221
covid-19_000222.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1199.png,222
covid-19_000223.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-12.png,223
covid-19_000224.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-120.png,224
covid-19_000225.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1200.png,225
covid-19_000226.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1201.png,226
covid-19_000227.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1202.png,227
covid-19_000228.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1203.png,228
covid-19_000229.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1204.png,229
covid-19_000230.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1205.png,230
covid-19_000231.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1206.png,231
covid-19_000232.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1207.png,232
covid-19_000233.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1208.png,233
covid-19_000234.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1209.png,234
covid-19_000235.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-121.png,235
covid-19_000236.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1210.png,236
covid-19_000237.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1211.png,237
covid-19_000238.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1212.png,238
covid-19_000239.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1213.png,239
covid-19_000240.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1214.png,240
covid-19_000241.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1215.png,241
covid-19_000242.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1216.png,242
covid-19_000243.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1217.png,243
covid-19_000244.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1218.png,244
covid-19_000245.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1219.png,245
covid-19_000246.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-122.png,246
covid-19_000247.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1220.png,247
covid-19_000248.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1221.png,248
covid-19_000249.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1222.png,249
covid-19_000250.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1223.png,250
covid-19_000251.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1224.png,251
covid-19_000252.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1225.png,252
covid-19_000253.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1226.png,253
covid-19_000254.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1227.png,254
covid-19_000255.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1228.png,255
covid-19_000256.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1229.png,256
covid-19_000257.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-123.png,257
covid-19_000258.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1230.png,258
covid-19_000259.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1231.png,259
covid-19_000260.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1232.png,260
covid-19_000261.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1233.png,261
covid-19_000262.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1234.png,262
covid-19_000263.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1235.png,263
covid-19_000264.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1236.png,264
covid-19_000265.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1237.png,265
covid-19_000266.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1238.png,266
covid-19_000267.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1239.png,267
covid-19_000268.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-124.png,268
covid-19_000269.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1240.png,269
covid-19_000270.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1241.png,270
covid-19_000271.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1242.png,271
covid-19_000272.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1243.png,272
covid-19_000273.png,COVID-19,data\COVID-19_Radiography_Dataset\COVID\images\COVID-1244.png,273
